"date","open","high","low","close","volume","oi"
09/30/1972,310.65,313.45,310.23,313.18,1871300,0
10/01/1972,313.18,313.18,308.78,309.04,1851300,0
10/02/1972,309.04,309.04,303.67,304.39,1699600,0
10/05/1972,304.39,304.39,291.96,303.68,2236900,0
10/06/1972,303.68,309.04,303.32,307.96,1955400,0
10/07/1972,307.96,310.68,305.01,305.38,1565200,0
10/08/1972,305.38,310.02,305.38,308.35,1978500,0
10/09/1972,308.35,309.14,304.89,305.63,1702400,0
10/12/1972,305.63,309.04,305.63,308.11,1278500,0
10/13/1972,308.11,311.65,307.83,310.13,1675600,0
10/14/1972,310.13,311.58,308.38,309.58,1756900,0
10/15/1972,309.58,312.55,307.80,312.14,1737800,0
10/16/1972,312.14,316.95,310.88,316.39,1838300,0
10/19/1972,316.39,322.95,315.64,322.79,1981300,0
10/20/1972,322.79,326.69,322.04,323.38,2323600,0
10/21/1972,323.38,326.27,323.17,326.07,2220500,0
10/22/1972,326.07,327.45,323.47,326.10,2297500,0
10/23/1972,326.10,328.18,324.95,325.44,2292400,0
10/26/1972,325.44,327.45,323.33,327.17,1688000,0
10/27/1972,327.17,328.61,321.73,323.92,2025700,0
10/28/1972,323.92,327.05,322.20,326.67,2086000,0
10/29/1972,326.67,332.46,326.67,331.09,2114700,0
10/30/1972,331.09,331.44,327.08,329.15,1930800,0
11/02/1972,329.15,330.57,327.20,330.33,1793500,0
11/03/1972,330.33,331.04,325.24,325.96,1873700,0
11/04/1972,325.96,329.08,324.98,327.76,1895300,0
11/05/1972,327.76,337.01,327.24,336.49,2384500,0
11/06/1972,336.49,338.68,334.48,338.14,2291500,0
11/09/1972,338.14,341.79,336.14,340.58,2454300,0
11/10/1972,340.58,344.89,339.55,344.39,2621600,0
11/11/1972,344.39,349.78,344.38,347.86,2732400,0
11/12/1972,347.86,349.48,345.58,346.80,2594700,0
11/13/1972,346.80,348.58,345.15,348.49,2014700,0
11/16/1972,348.49,348.61,344.29,344.63,1880800,0
11/17/1972,344.63,344.63,337.35,338.23,2243200,0
11/18/1972,338.23,344.82,337.67,344.31,2332600,0
11/19/1972,344.31,348.67,344.31,346.76,2582500,0
11/20/1972,346.76,349.89,346.23,348.80,2480400,0
11/23/1972,348.80,348.80,341.30,343.44,2081400,0
11/24/1972,343.44,350.89,343.44,349.98,2449200,0
11/25/1972,349.98,350.87,348.60,349.66,2222700,0
11/27/1972,349.66,351.05,348.48,349.32,939300,0
11/30/1972,349.32,351.29,348.02,350.96,2178000,0
12/01/1972,350.96,353.39,348.57,352.67,2371200,0
12/02/1972,352.67,353.49,350.23,351.57,2431800,0
12/03/1972,351.57,355.64,350.11,354.79,2390300,0
12/04/1972,354.79,359.05,354.42,358.40,2611100,0
12/07/1972,358.40,361.90,357.47,361.83,2262700,0
12/08/1972,361.83,363.20,358.98,360.58,2747000,0
12/09/1972,360.58,361.41,356.22,357.82,2698700,0
12/10/1972,357.82,357.82,351.80,354.55,2413500,0
12/11/1972,354.55,354.55,349.81,350.89,2131700,0
12/14/1972,350.89,352.28,349.40,349.40,1945000,0
12/15/1972,349.40,349.40,344.80,346.95,2489300,0
12/16/1972,346.95,351.42,346.38,348.95,2582700,0
12/17/1972,348.95,357.02,348.95,356.85,2479400,0
12/18/1972,356.85,359.79,356.63,357.89,2440600,0
12/21/1972,357.89,359.70,355.99,359.33,2029100,0
12/22/1972,359.33,360.85,353.28,355.64,2477000,0
12/23/1972,355.64,357.80,354.93,356.49,2528900,0
12/24/1972,356.49,358.05,355.26,357.56,1062600,0
12/28/1972,357.56,359.26,356.52,359.07,1440700,0
12/29/1972,359.07,362.78,359.07,359.81,1997100,0
12/30/1972,359.81,360.94,358.31,359.93,1934800,0
12/31/1972,359.93,362.20,359.86,360.18,2031900,0
01/04/1973,360.18,360.42,355.81,356.37,1888700,0
01/05/1973,356.37,360.27,355.36,360.23,2294000,0
01/06/1973,360.23,367.26,360.23,366.97,2700200,0
01/07/1973,366.97,370.57,363.61,364.02,2969300,0
01/08/1973,364.02,365.58,361.45,365.54,2328200,0
01/11/1973,365.54,371.15,364.53,370.80,1957400,0
01/12/1973,370.80,371.60,365.14,367.90,2337700,0
01/13/1973,367.90,376.45,365.69,375.85,2447000,0
01/14/1973,375.85,382.45,375.85,381.34,2869600,0
01/15/1973,381.34,382.79,375.62,379.23,2954400,0
01/18/1973,379.23,379.24,375.33,378.76,2407400,0
01/19/1973,378.76,380.09,375.65,376.02,2778900,0
01/20/1973,376.02,377.92,374.56,375.73,2713200,0
01/21/1973,375.73,380.01,373.93,379.34,2813300,0
01/22/1973,379.34,381.70,377.39,377.82,2947200,0
01/25/1973,377.82,383.42,377.57,381.05,2645900,0
01/26/1973,381.05,384.67,378.45,379.38,2963400,0
01/27/1973,379.38,379.38,369.84,372.61,2817200,0
01/28/1973,372.61,372.61,368.08,370.67,2672100,0
01/29/1973,370.67,372.72,368.95,370.56,2369500,0
02/01/1973,370.56,376.06,370.36,375.48,2139400,0
02/02/1973,375.48,377.59,374.25,377.44,2540800,0
02/03/1973,377.44,379.26,375.71,376.54,2917300,0
02/04/1973,376.54,378.43,371.98,374.24,2846600,0
02/05/1973,374.24,374.24,363.98,369.00,2932100,0
02/08/1973,369.00,370.37,364.60,365.73,2220700,0
02/09/1973,365.73,368.93,362.42,362.95,2769800,0
02/10/1973,362.95,368.65,362.95,367.30,2594100,0
02/11/1973,367.30,369.74,365.77,366.33,2357700,0
02/12/1973,366.33,366.60,361.02,361.19,2146000,0
02/16/1973,361.19,361.19,343.90,346.89,3037200,0
02/17/1973,346.89,348.45,341.49,345.91,2755200,0
02/18/1973,345.91,353.41,342.82,348.28,2986200,0
02/19/1973,348.28,351.17,345.51,347.92,2433000,0
02/22/1973,347.92,348.27,340.08,340.35,2774400,0
02/23/1973,340.35,342.68,337.14,341.24,2709200,0
02/24/1973,341.24,350.76,338.64,350.13,2809200,0
02/25/1973,350.13,351.88,345.70,351.67,2593900,0
02/26/1973,351.67,353.17,349.24,351.14,2173300,0
03/01/1973,351.14,352.97,348.28,349.10,1860400,0
03/02/1973,349.10,356.79,348.08,356.21,2070800,0
03/03/1973,356.21,360.42,355.79,359.96,2373800,0
03/04/1973,359.96,359.96,352.85,355.53,2320500,0
03/05/1973,355.53,358.09,352.70,355.57,2142400,0
03/08/1973,355.57,360.33,355.11,359.44,2199400,0
03/09/1973,359.44,361.41,358.58,359.40,2322700,0
03/10/1973,359.40,361.67,358.26,361.26,2452000,0
03/11/1973,361.26,364.66,360.99,361.73,2470700,0
03/12/1973,361.73,363.09,356.45,362.65,2883000,0
03/15/1973,362.65,365.05,362.26,364.32,1875800,0
03/16/1973,364.32,366.54,363.11,363.61,2292700,0
03/17/1973,363.61,363.61,354.87,355.65,2450900,0
03/18/1973,355.65,358.63,355.33,355.50,2317100,0
03/19/1973,355.50,357.92,351.46,351.55,2356400,0
03/22/1973,351.55,351.55,346.20,349.42,2130300,0
03/23/1973,349.42,353.00,347.80,348.14,2261500,0
03/24/1973,348.14,350.04,345.43,348.51,2433300,0
03/25/1973,348.51,355.02,348.51,354.38,2193000,0
03/26/1973,354.38,356.40,351.39,352.64,2045100,0
03/29/1973,352.64,355.08,351.02,351.40,1944800,0
03/30/1973,351.40,357.72,351.40,357.72,1215700,0
03/31/1973,357.72,363.18,357.72,359.42,2579200,0
04/01/1973,359.42,360.74,353.48,354.33,2466900,0
04/02/1973,354.33,354.33,341.14,341.18,2792600,0
04/05/1973,341.18,345.18,339.17,344.70,1908400,0
04/06/1973,344.70,347.73,340.06,340.55,2175300,0
04/07/1973,340.55,345.43,339.52,345.18,2125400,0
04/08/1973,345.18,345.24,340.45,341.56,2208800,0
04/12/1973,341.56,349.73,341.56,349.01,2141500,0
04/13/1973,349.01,351.83,345.71,345.87,2569500,0
04/14/1973,345.87,347.07,343.78,346.49,2431100,0
04/15/1973,346.49,346.49,343.08,343.89,2469500,0
04/16/1973,343.89,345.23,340.39,340.65,2267800,0
04/19/1973,340.65,341.39,332.68,337.45,2228500,0
04/20/1973,337.45,339.58,334.61,339.06,2513200,0
04/21/1973,339.06,341.42,336.85,340.20,2484400,0
04/22/1973,340.20,343.77,337.84,338.48,2637800,0
04/23/1973,338.48,338.93,332.81,333.66,2433900,0
04/26/1973,333.66,334.45,326.56,327.28,2123200,0
04/27/1973,327.28,334.83,327.28,334.60,2367900,0
04/28/1973,334.60,339.93,334.60,339.66,2205100,0
04/29/1973,339.66,339.66,334.94,338.98,2049600,0
04/30/1973,338.98,344.39,338.98,339.95,2269600,0
05/03/1973,339.95,345.27,339.95,344.97,2023300,0
05/04/1973,344.97,353.73,344.97,353.28,2687700,0
05/05/1973,353.28,357.14,350.86,355.35,2891900,0
05/06/1973,355.35,356.76,351.01,351.71,2602200,0
05/07/1973,351.71,354.26,350.95,353.23,2261100,0
05/10/1973,353.23,356.52,353.23,354.85,2064500,0
05/11/1973,354.85,354.85,351.52,353.01,2232700,0
05/12/1973,353.01,353.11,350.34,350.96,2463700,0
05/13/1973,350.96,350.96,345.69,347.71,2625300,0
05/14/1973,347.71,350.05,346.83,349.80,2291700,0
05/17/1973,349.80,353.11,349.52,352.67,2099000,0
05/18/1973,352.67,356.12,352.67,356.00,2777100,0
05/19/1973,356.00,365.21,354.84,364.67,3183100,0
05/20/1973,364.67,370.89,364.67,370.45,3432300,0
05/21/1973,370.45,370.46,364.52,366.67,2781800,0
05/24/1973,366.67,369.61,363.31,367.09,2052200,0
05/25/1973,367.09,367.09,363.88,366.22,2525700,0
05/26/1973,366.22,374.40,365.30,374.35,2933900,0
05/27/1973,374.35,376.53,371.85,372.73,2777900,0
05/28/1973,372.73,372.73,364.27,368.11,2357500,0
06/01/1973,368.11,374.68,368.11,372.53,2367800,0
06/02/1973,372.53,374.92,370.38,372.68,2743200,0
06/03/1973,372.68,373.44,369.38,372.06,2600800,0
06/04/1973,372.06,372.06,367.99,368.63,2518800,0
06/07/1973,368.63,371.77,364.32,364.36,2478600,0
06/08/1973,364.36,364.36,359.00,360.74,2623100,0
06/09/1973,360.74,363.23,358.14,360.25,2630500,0
06/10/1973,360.25,360.56,356.44,359.55,2422800,0
06/11/1973,359.55,364.11,359.55,363.08,2352100,0
06/14/1973,363.08,367.93,363.08,367.14,2084300,0
06/15/1973,367.14,369.57,366.51,366.98,2367900,0
06/16/1973,366.98,368.38,362.15,365.02,2399000,0
06/17/1973,365.02,365.86,362.26,364.01,2454400,0
06/18/1973,364.01,365.77,357.96,357.96,2499200,0
06/21/1973,357.96,358.67,355.01,357.86,2084700,0
06/22/1973,357.86,359.14,355.38,356.20,2581700,0
06/23/1973,356.20,357.54,353.70,354.93,2599500,0
06/24/1973,354.93,358.60,352.76,357.83,2271500,0
06/25/1973,357.83,363.63,357.82,362.23,2193600,0
06/28/1973,362.23,368.45,362.23,368.45,2270100,0
06/29/1973,368.45,369.83,364.79,365.96,2510500,0
06/30/1973,365.96,369.78,365.39,366.13,2659000,0
07/01/1973,366.13,366.52,361.70,363.73,2257900,0
07/02/1973,363.73,364.80,361.37,364.21,1825400,0
07/06/1973,364.21,365.23,359.70,360.80,1993700,0
07/07/1973,360.80,360.80,355.78,357.86,2360100,0
07/08/1973,357.86,361.30,356.92,360.70,2546700,0
07/09/1973,360.70,362.88,358.33,362.46,2137300,0
07/12/1973,362.46,365.15,360.76,362.87,2025200,0
07/13/1973,362.87,364.49,361.13,361.98,2565300,0
07/14/1973,361.98,366.33,360.11,363.74,2905600,0
07/15/1973,363.74,363.74,359.98,360.46,3002200,0
07/16/1973,360.46,360.46,350.11,351.07,2828800,0
07/19/1973,351.07,351.39,346.52,349.06,2396200,0
07/20/1973,349.06,356.33,349.06,355.76,2616500,0
07/21/1973,355.76,355.76,350.98,352.64,2559300,0
07/22/1973,352.64,354.42,347.14,348.35,2568200,0
07/23/1973,348.35,354.61,348.35,353.20,2375800,0
07/26/1973,353.20,357.98,353.07,356.40,2261500,0
07/27/1973,356.40,356.83,350.86,352.02,2714900,0
07/28/1973,352.02,357.36,351.86,356.81,2653400,0
07/29/1973,356.81,359.64,356.50,357.33,2752000,0
07/30/1973,357.33,357.33,350.76,352.86,2567000,0
08/02/1973,352.86,356.62,352.86,355.25,2243500,0
08/03/1973,355.25,357.41,354.99,356.23,2475200,0
08/04/1973,356.23,360.73,355.11,360.11,2533800,0
08/05/1973,360.11,362.57,360.11,362.41,2698200,0
08/06/1973,362.41,364.83,361.58,363.14,2511100,0
08/09/1973,363.14,365.36,361.05,362.30,2361800,0
08/10/1973,362.30,363.10,358.38,358.64,2608600,0
08/11/1973,358.64,360.68,358.64,359.73,2918000,0
08/12/1973,359.73,362.72,356.93,359.40,2712900,0
08/13/1973,359.40,361.03,358.43,360.45,2335900,0
08/16/1973,360.45,370.73,360.45,370.60,2456000,0
08/17/1973,370.60,374.40,369.89,374.16,2735300,0
08/18/1973,374.16,379.64,374.16,375.82,2331800,0
08/19/1973,375.82,375.82,369.80,370.27,2891700,0
08/20/1973,370.27,371.40,368.57,370.87,2603800,0
08/23/1973,370.87,372.17,368.74,370.49,2269300,0
08/24/1973,370.49,372.17,369.08,371.00,2833800,0
08/25/1973,371.00,372.20,366.40,367.95,3272300,0
08/26/1973,367.95,367.95,360.70,364.67,2904500,0
08/27/1973,364.67,367.04,363.48,366.50,2473400,0
08/30/1973,366.50,370.89,366.50,369.30,2250700,0
08/31/1973,369.30,372.88,369.30,372.65,2699000,0
09/01/1973,372.65,375.30,371.49,374.16,2813600,0
09/02/1973,374.16,376.98,373.38,374.57,2947800,0
09/03/1973,374.57,374.63,371.90,373.70,2187000,0
09/07/1973,373.70,373.80,365.45,366.68,2442200,0
09/08/1973,366.68,366.68,358.02,364.85,3075200,0
09/09/1973,364.85,369.83,364.85,368.30,2655000,0
09/10/1973,368.30,371.89,368.13,370.64,2542000,0
09/13/1973,370.64,371.76,367.38,367.59,2303300,0
09/14/1973,367.59,367.59,360.14,364.20,2667500,0
09/15/1973,364.20,367.42,362.40,367.32,2854600,0
09/16/1973,367.32,367.32,364.91,365.74,2201500,0
09/17/1973,365.74,368.07,362.42,366.18,2631700,0
09/20/1973,366.18,371.08,366.18,367.45,2288500,0
09/21/1973,367.45,369.75,362.31,365.64,2848100,0
09/22/1973,365.64,374.78,365.64,374.00,2893600,0
09/23/1973,374.00,378.14,373.86,377.07,3340400,0
09/24/1973,377.07,378.46,374.92,378.04,3099900,0
09/27/1973,378.04,382.59,378.04,382.51,2665600,0
09/28/1973,382.51,386.09,380.83,386.02,2834000,0
09/29/1973,386.02,388.33,382.70,386.89,3413200,0
09/30/1973,386.89,386.89,382.14,382.71,3062100,0
10/01/1973,382.71,384.58,381.23,382.81,2900200,0
10/04/1973,382.81,384.83,381.35,384.30,2375000,0
10/05/1973,384.30,386.52,378.43,381.27,3064300,0
10/06/1973,381.27,384.83,380.10,380.42,2979400,0
10/07/1973,380.42,380.95,376.63,377.99,2941900,0
10/08/1973,377.99,381.36,375.64,381.32,2814000,0
10/11/1973,381.32,383.83,379.11,380.65,2511200,0
10/12/1973,380.65,385.20,380.65,382.57,3163100,0
10/13/1973,382.57,386.61,382.07,386.30,4153600,0
10/14/1973,386.30,392.96,386.29,391.98,3827500,0
10/15/1973,391.98,396.20,390.90,392.45,3688000,0
10/18/1973,392.45,394.22,389.11,389.85,3437200,0
10/19/1973,389.85,390.36,380.77,382.73,3787200,0
10/20/1973,382.73,385.87,382.03,383.93,3369100,0
10/21/1973,383.93,387.51,381.32,387.36,3385700,0
10/22/1973,387.36,392.67,386.52,388.19,3617400,0
10/25/1973,388.19,390.18,383.96,387.40,2844600,0
10/26/1973,387.40,388.08,382.35,384.60,2959000,0
10/27/1973,384.60,390.82,384.40,390.25,3021500,0
10/28/1973,390.25,392.70,388.05,389.24,3121400,0
10/29/1973,389.24,392.08,388.80,390.98,3046600,0
11/01/1973,390.98,395.43,390.93,395.03,2731300,0
11/02/1973,395.03,396.10,391.10,395.32,3246600,0
11/03/1973,395.32,396.02,386.24,387.93,3488100,0
11/04/1973,387.93,387.93,376.50,377.46,3278800,0
11/05/1973,377.46,383.98,371.83,383.64,3336800,0
11/08/1973,383.64,387.82,380.54,384.85,2536400,0
11/09/1973,384.85,391.48,384.85,385.92,3167700,0
11/10/1973,385.92,393.20,385.92,392.98,3038500,0
11/11/1973,392.98,396.88,392.98,394.66,3187400,0
11/12/1973,394.66,396.52,393.70,395.17,3077500,0
11/15/1973,395.17,395.93,390.79,391.12,2711400,0
11/16/1973,391.12,393.88,388.27,393.38,3126900,0
11/17/1973,393.38,394.78,385.00,385.80,3596500,0
11/18/1973,385.80,386.58,380.47,381.74,3720600,0
11/19/1973,381.74,383.27,378.00,380.57,3911100,0
11/22/1973,380.57,380.57,372.33,373.37,3021400,0
11/23/1973,373.37,381.43,373.37,381.22,2795500,0
11/24/1973,381.22,386.38,381.22,385.04,2403700,0
11/26/1973,385.04,386.80,385.04,386.32,802900,0
11/29/1973,386.32,388.48,383.05,383.18,2431300,0
11/30/1973,383.18,387.90,380.87,386.76,2858400,0
12/01/1973,386.76,394.84,386.76,392.95,3238800,0
12/02/1973,392.95,396.17,391.39,396.17,2991300,0
12/03/1973,396.17,401.81,396.17,401.77,3278700,0
12/06/1973,401.77,401.77,392.85,399.01,2926600,0
12/07/1973,399.01,399.79,395.12,396.98,2988400,0
12/08/1973,396.98,396.98,392.89,394.81,2934400,0
12/09/1973,394.81,394.81,386.08,387.25,3027900,0
12/10/1973,387.25,387.47,385.15,386.96,3082500,0
12/13/1973,386.96,388.17,385.11,387.78,2700100,0
12/14/1973,387.78,388.36,381.84,382.83,3048800,0
12/15/1973,382.83,385.19,381.96,384.95,2876000,0
12/16/1973,384.95,387.64,384.95,386.18,2869700,0
12/17/1973,386.18,389.89,386.18,389.04,3106300,0
12/20/1973,389.04,391.05,388.48,389.72,2661800,0
12/21/1973,389.72,389.72,386.63,388.51,2912000,0
12/22/1973,388.51,389.26,384.83,388.40,3016600,0
12/23/1973,388.40,392.10,388.40,390.32,2460500,0
12/27/1973,390.32,392.05,389.74,391.84,1825500,0
12/28/1973,391.84,395.02,391.45,394.74,2476100,0
12/29/1973,394.74,396.64,393.58,395.38,2663900,0
12/30/1973,395.38,398.25,395.11,397.73,2626900,0
12/31/1973,397.73,400.55,397.24,398.28,2538500,0
01/03/1974,398.26,398.26,392.05,395.53,2530200,0
01/04/1974,395.53,399.02,394.26,398.19,2986000,0
01/05/1974,398.19,401.70,396.70,401.07,3498800,0
01/06/1974,401.07,404.56,401.07,404.21,3492100,0
01/07/1974,404.21,405.42,399.98,404.78,3300600,0
01/10/1974,404.78,409.93,404.55,408.91,3133500,0
01/11/1974,408.91,409.24,405.59,407.85,3219300,0
01/12/1974,407.85,410.58,404.70,408.47,3225400,0
01/13/1974,408.47,408.47,404.44,408.00,2901100,0
01/14/1974,408.00,412.36,408.00,411.75,2996600,0
01/17/1974,411.75,411.81,409.36,410.79,2434500,0
01/18/1974,410.79,411.99,409.53,410.95,3194400,0
01/19/1974,410.95,410.95,403.67,406.38,3378700,0
01/20/1974,406.38,411.60,406.38,411.53,3401700,0
01/21/1974,411.53,413.29,409.95,411.59,3494300,0
01/24/1974,411.59,411.97,407.78,409.23,3038800,0
01/25/1974,409.23,409.23,403.44,406.48,3523500,0
01/26/1974,406.48,408.17,404.65,407.19,3164900,0
01/27/1974,407.19,410.11,406.59,409.93,3144900,0
01/28/1974,409.93,412.65,409.73,412.52,3474900,0
01/31/1974,412.52,415.42,412.26,413.99,3299200,0
02/01/1974,413.99,413.99,408.96,410.22,3397500,0
02/02/1974,410.22,412.44,408.68,411.78,3349500,0
02/03/1974,411.78,411.78,407.19,410.05,3316200,0
02/04/1974,410.05,410.08,397.11,397.48,3760300,0
02/07/1974,397.48,400.19,392.33,399.62,3700200,0
02/08/1974,399.62,402.24,396.91,401.46,3099400,0
02/09/1974,401.46,404.61,401.19,403.91,3301900,0
02/10/1974,403.91,405.95,400.73,401.31,3392900,0
02/11/1974,401.31,402.77,398.01,401.83,2081900,0
02/14/1974,401.83,405.56,401.83,405.11,2825100,0
02/15/1974,405.11,409.17,404.91,408.28,2966400,0
02/16/1974,408.28,411.29,407.33,408.74,3385000,0
02/17/1974,408.74,412.43,405.35,407.39,3548100,0
02/18/1974,407.39,408.23,403.03,407.94,3006300,0
02/22/1974,407.94,410.81,405.03,410.48,2632700,0
02/23/1974,410.48,412.37,408.21,408.91,2954700,0
02/24/1974,408.91,408.91,400.41,402.79,3489500,0
02/25/1974,402.79,406.63,402.06,406.45,2856500,0
02/28/1974,406.45,413.22,406.45,412.17,2875500,0
03/01/1974,412.17,414.03,406.36,409.69,3073100,0
03/02/1974,409.69,409.69,398.30,408.18,3266400,0
03/03/1974,408.18,411.19,407.39,408.17,3183600,0
03/04/1974,408.17,412.97,408.17,411.99,3181800,0
03/07/1974,411.99,416.29,411.99,415.30,3032400,0
03/08/1974,415.30,415.30,410.01,411.97,3046600,0
03/09/1974,411.97,414.33,409.24,413.08,3169000,0
03/10/1974,413.08,414.73,407.32,409.77,3267900,0
03/11/1974,409.77,410.59,406.95,409.43,2792500,0
03/14/1974,409.43,413.60,409.43,412.93,2655000,0
03/15/1974,412.93,415.07,412.31,412.83,3030800,0
03/16/1974,412.83,415.68,412.36,415.31,3380100,0
03/17/1974,415.31,418.99,415.31,418.45,3242700,0
03/18/1974,418.45,418.89,415.32,417.52,3114500,0
03/21/1974,417.52,417.61,412.76,412.99,2615500,0
03/22/1974,412.99,413.01,409.49,410.67,3052300,0
03/23/1974,410.67,413.66,410.49,410.50,3341500,0
03/24/1974,410.50,410.50,399.83,403.92,3735000,0
03/25/1974,403.92,405.26,399.63,399.86,2812900,0
03/28/1974,399.86,401.45,388.45,393.92,3009200,0
03/29/1974,393.92,395.41,382.81,383.00,3095600,0
03/30/1974,383.00,386.08,375.74,380.25,3981900,0
03/31/1974,380.25,383.77,372.32,382.96,4139500,0
04/04/1974,382.96,382.96,368.71,375.42,3137200,0
04/05/1974,375.42,389.68,375.42,389.31,3308100,0
04/06/1974,389.31,390.47,384.54,388.76,2938200,0
04/07/1974,388.76,391.94,387.34,390.97,2846900,0
04/08/1974,390.97,391.32,382.64,384.90,2688200,0
04/11/1974,384.90,385.01,381.75,383.85,2381700,0
04/12/1974,383.85,383.85,373.62,375.46,2907600,0
04/13/1974,375.46,377.46,363.70,367.25,3433600,0
04/14/1974,367.25,370.26,361.85,365.65,3131000,0
04/15/1974,365.65,368.29,364.40,366.29,2789200,0
04/18/1974,366.29,368.44,359.06,360.46,2465800,0
04/19/1974,360.46,364.51,352.87,357.36,3281900,0
04/20/1974,357.36,362.03,352.12,355.38,3353400,0
04/21/1974,355.38,367.46,355.38,367.02,3412300,0
04/22/1974,367.02,371.89,367.02,369.08,3195400,0
04/25/1974,369.08,375.53,368.67,374.79,2382900,0
04/26/1974,374.79,377.37,373.99,375.46,2855400,0
04/28/1974,375.46,376.43,372.16,372.45,3086900,0
04/29/1974,372.45,374.20,369.35,373.25,2638100,0
05/02/1974,373.25,380.62,371.88,379.82,2540800,0
05/03/1974,379.82,381.31,373.92,377.07,3020800,0
05/04/1974,377.07,378.84,375.12,377.53,2788200,0
05/05/1974,377.53,380.17,377.24,378.23,2753700,0
05/06/1974,378.23,378.23,371.00,374.57,2495100,0
05/09/1974,374.57,374.57,367.03,368.00,2238400,0
05/10/1974,368.00,372.67,368.00,370.02,3000400,0
05/11/1974,370.02,370.31,364.19,365.18,3122800,0
05/12/1974,365.18,369.27,365.18,366.64,2707100,0
05/13/1974,366.64,366.64,359.29,364.82,3187300,0
05/16/1974,364.82,365.08,359.53,360.49,2335600,0
05/17/1974,360.49,360.96,353.43,360.50,3181700,0
05/18/1974,360.50,370.11,360.49,368.59,3054900,0
05/19/1974,368.59,374.91,368.50,371.71,3357500,0
05/20/1974,371.71,371.71,369.17,370.37,2836200,0
05/23/1974,370.37,372.14,367.94,369.89,2307000,0
05/24/1974,369.89,377.64,369.89,377.00,2795700,0
05/25/1974,377.00,379.47,372.96,378.24,2741800,0
05/26/1974,378.24,381.25,374.31,375.80,2767200,0
05/27/1974,375.80,377.71,373.18,376.81,2055200,0
05/31/1974,376.81,379.48,374.49,378.85,2144300,0
06/01/1974,378.85,380.10,374.08,379.23,3003400,0
06/02/1974,379.23,381.60,378.54,380.66,2978200,0
06/03/1974,380.66,385.16,364.17,382.78,2790000,0
06/06/1974,382.78,384.74,381.15,382.80,2883700,0
06/07/1974,382.80,382.80,378.65,379.99,2555500,0
06/08/1974,379.99,381.23,369.06,371.00,3260700,0
06/09/1974,371.00,372.04,368.37,370.30,2830800,0
06/10/1974,370.30,375.78,370.30,374.64,2543100,0
06/13/1974,374.64,375.04,371.61,371.88,2131100,0
06/14/1974,371.88,377.90,371.88,377.38,2808900,0
06/15/1974,377.38,379.80,376.72,377.78,2652800,0
06/16/1974,377.78,378.10,375.63,377.80,2553700,0
06/17/1974,377.80,377.80,371.51,371.94,2784700,0
06/20/1974,371.94,371.94,366.61,367.83,2341700,0
06/21/1974,367.83,367.83,358.07,360.98,2965100,0
06/22/1974,360.98,366.68,360.98,363.23,2637000,0
06/23/1974,363.23,364.57,352.89,353.49,3103100,0
06/24/1974,353.49,356.59,350.03,351.76,2824600,0
06/27/1974,351.76,361.56,350.24,361.16,2412300,0
06/28/1974,361.16,365.94,358.16,362.05,2600900,0
06/29/1974,362.05,367.23,361.43,362.73,2682400,0
06/30/1974,362.73,365.51,359.19,360.30,2817800,0
07/01/1974,360.30,361.73,357.65,360.03,2018700,0
07/05/1974,360.03,361.02,356.46,356.91,2001000,0
07/06/1974,356.91,356.91,352.74,353.62,2630500,0
07/07/1974,353.62,359.34,352.98,359.23,2685800,0
07/08/1974,359.23,362.73,356.55,359.31,2572100,0
07/11/1974,359.31,361.14,355.21,358.79,2256600,0
07/12/1974,358.79,361.67,354.91,361.31,2496000,0
07/13/1974,361.31,369.62,361.31,369.14,3421600,0
07/14/1974,369.14,373.43,366.71,367.52,3513100,0
07/15/1974,367.65,367.84,366.05,367.24,2138200,0
07/18/1974,368.35,368.73,365.78,368.18,2493500,0
07/19/1974,368.18,368.36,364.48,364.72,3004600,0
07/20/1974,364.72,364.72,358.16,359.53,2976300,0
07/21/1974,359.53,362.32,357.93,362.21,2974700,0
07/22/1974,362.85,365.34,361.19,365.06,2937200,0
07/25/1974,365.06,366.11,363.61,366.11,2166400,0
07/26/1974,366.11,366.19,363.01,364.01,2685500,0
07/27/1974,364.01,364.95,361.59,361.81,2706800,0
07/28/1974,361.81,364.18,361.34,362.14,2671900,0
07/29/1974,362.14,370.65,362.14,370.16,3008100,0
08/01/1974,370.16,373.87,369.90,373.58,2696600,0
08/02/1974,373.57,376.64,371.76,372.78,3097600,0
08/03/1974,372.78,373.56,370.48,370.48,2854000,0
08/04/1974,370.48,372.62,367.17,367.55,2711300,0
08/05/1974,367.55,367.71,363.81,367.15,2309100,0
08/08/1974,367.14,369.23,365.52,368.89,2218100,0
08/09/1974,368.87,370.95,367.78,370.66,2672500,0
08/10/1974,370.66,374.99,370.45,373.93,3264300,0
08/11/1974,373.93,378.54,371.13,374.49,3217700,0
08/12/1974,374.49,377.52,374.31,376.96,2594600,0
08/15/1974,376.96,379.13,375.38,377.08,2435900,0
08/16/1974,377.08,381.14,375.43,380.53,2955600,0
08/17/1974,380.53,387.19,380.53,386.90,3353100,0
08/18/1974,386.90,388.49,383.59,385.63,3352800,0
08/19/1974,385.63,387.75,382.10,384.12,2829100,0
08/22/1974,384.12,384.12,381.60,382.81,2547500,0
08/23/1974,382.81,389.23,382.81,386.74,3332100,0
08/24/1974,386.74,388.76,386.02,388.44,3234800,0
08/25/1974,388.44,393.47,387.74,391.49,3082900,0
